booking_id,booking_datetime,booking_hour,day_of_week,month,is_weekend,is_peak_hour,is_late_night,public_holiday,pickup_zone,pickup_zone_type,dropoff_zone,dropoff_zone_type,airport_trip,cbd_trip,distance_km,estimated_trip_duration_min,vehicle_type,payment_method,customer_segment,loyalty_tier,customer_tenure_days,rides_last_7_days,rides_last_30_days,customer_cancel_rate_90d,previous_customer_cancellations,avg_previous_wait_time_min,customer_rating,driver_rating,active_driver_supply_zone,booking_demand_zone,supply_demand_ratio,nearby_driver_count,drivers_declined_before_accept,driver_acceptance_time_sec,driver_distance_to_pickup_km,driver_eta_min,weather,is_raining,traffic_level,surge_multiplier,surge_changed_after_booking,promo_applied,promo_discount_sgd,estimated_fare_sgd,app_version,network_quality,customer_cancelled,cancel_reason
BK2026009739,29/3/2026 13:44,13,Sunday,3,1,0,0,0,Ang Mo Kio,Residential,Marina Bay,Business/Leisure,0,1,11.73,20.5,JustGrab,GrabPay,Occasional,,84,4,9,0.123,2,5.7,4.42,4.73,74,49,1.51,8,1,26,1.41,3.5,Clear,0,Low,1,0,0,0,18.58,Current,Poor,0,Not Cancelled
BK2026016172,26/5/2026 11:32,11,Tuesday,5,0,0,0,0,Yishun,Residential,Clementi,Student/Residential,0,0,11.7,30.8,GrabCar,Card,New,,26,0,1,0.132,1,7.9,4.72,4.61,67,46,1.46,9,1,17,2.42,9.6,Clear,0,Severe,1.14,0,0,0,22.62,Current,Good,1,App or payment issue
BK2026002279,21/1/2026 13:37,13,Wednesday,1,0,0,0,0,Woodlands,Residential,Yishun,Residential,0,0,3.84,6.9,GrabCar Plus,GrabPay,Regular,Silver,997,1,8,0.064,1,4.1,5,4.85,74,41,1.8,6,0,23,0.51,2.2,Clear,0,Medium,1,0,0,0,10.07,Current,Average,0,Not Cancelled
BK2026016780,31/5/2026 19:53,19,Sunday,5,1,1,0,0,Orchard,Retail,Clementi,Student/Residential,0,0,4.23,12.4,GrabCar,GrabPay,Occasional,Silver,380,1,2,0.055,1,7.9,4.46,4.81,82,84,0.98,7,0,34,1.71,6.4,Clear,0,High,1.29,0,1,5,6.48,One version behind,Good,0,Not Cancelled
BK2026015926,24/5/2026 8:15,8,Sunday,5,1,1,0,0,Queenstown,Residential,Serangoon,Residential,0,0,8.9,13.5,GrabCar Plus,GrabPay,New,,36,0,2,0.147,1,6,4.49,4.68,37,53,0.7,5,1,41,1.88,5.3,Cloudy,0,Medium,1.36,0,1,5,17.58,One version behind,Average,0,Not Cancelled
BK2026006251,27/2/2026 4:52,4,Friday,2,0,0,1,0,Orchard,Retail,Serangoon,Residential,0,0,5.81,13.3,JustGrab,GrabPay,New,,21,0,0,0.008,0,2.4,5,4.66,88,57,1.54,13,0,17,1.83,4.4,Clear,0,High,1,0,1,2,9.5,Current,Good,0,Not Cancelled
BK2026019628,27/6/2026 17:09,17,Saturday,6,1,1,0,0,Clementi,Student/Residential,Yishun,Residential,0,0,12.17,29.5,JustGrab,Card,Regular,Gold,1195,0,7,0.05,1,5.7,4.12,4.85,41,73,0.56,7,3,90,2.96,9.1,Cloudy,0,High,1.46,0,0,0,26,Current,Good,1,Driver took too long
BK2026001911,18/1/2026 4:08,4,Sunday,1,1,0,1,0,Serangoon,Residential,CBD,Business,0,1,6.1,10.6,JustGrab,GrabPay,New,Silver,15,1,1,0.014,0,6.6,4.76,4.61,76,39,1.95,8,0,50,0.59,2.5,Cloudy,0,Medium,1,0,1,5,6.48,Current,Good,0,Not Cancelled
BK2026002761,25/1/2026 23:01,23,Sunday,1,1,0,1,0,Jurong East,Mixed,CBD,Business,0,1,5.95,13.3,GrabCar,GrabPay,Occasional,,318,1,6,0.013,0,8.6,4.52,4.8,76,51,1.49,9,0,19,2.38,7.8,Light Rain,1,Medium,1.17,0,1,3,10.29,Outdated,Good,0,Not Cancelled
BK2026008229,16/3/2026 5:28,5,Monday,3,0,0,1,0,Jurong East,Mixed,Punggol,Residential,0,0,24.68,43.9,JustGrab,GrabPay,New,,5,0,1,0.084,1,5.9,4.41,4.35,67,41,1.63,7,0,28,1.88,3.5,Cloudy,0,Low,1,0,0,0,34.98,Current,Good,0,Not Cancelled
BK2026015139,17/5/2026 11:17,11,Sunday,5,1,0,0,0,CBD,Business,Orchard,Retail,0,1,17.52,33.4,JustGrab,Cash,High Value,Platinum,509,7,24,0.001,0,4.8,4.66,4.55,102,80,1.27,8,0,27,1.44,4.5,Clear,0,Low,1,0,0,0,26.2,Current,Average,0,Not Cancelled
BK2026016522,29/5/2026 12:07,12,Friday,5,0,0,0,0,Punggol,Residential,Marina Bay,Business/Leisure,0,1,17.97,49.2,GrabCar,GrabPay,Occasional,Silver,465,1,4,0.051,1,5.1,4.71,4.77,70,48,1.46,5,1,44,2.65,10.1,Clear,0,High,1,0,0,0,30.08,Current,Good,0,Not Cancelled
BK2026014250,9/5/2026 7:55,7,Saturday,5,1,1,0,0,Queenstown,Residential,Queenstown,Residential,0,0,1.78,4,JustGrab,Card,Regular,Gold,319,3,10,0.002,0,8.4,4.46,5,58,86,0.67,2,3,94,3.43,8.4,Cloudy,0,Medium,1.48,0,0,0,7.05,Current,Average,1,Changed plans/weather
BK2026001248,12/1/2026 2:33,2,Monday,1,0,0,1,0,Woodlands,Residential,Sentosa,Leisure,0,0,14.75,22.7,JustGrab,Cash,New,,1,0,0,0.009,0,7,4.94,4.83,72,45,1.6,3,0,36,0.5,3.4,Light Rain,1,Medium,1.15,0,1,3,21.33,Current,Good,0,Not Cancelled
BK2026008802,21/3/2026 7:08,7,Saturday,3,1,1,0,0,Changi,Airport,Ang Mo Kio,Residential,1,0,20.64,40,JustGrab,Card,New,,4,0,1,0.012,0,5.3,4.62,5,41,83,0.49,10,2,54,1.75,5.4,Light Rain,1,Low,1.65,0,1,5,39.36,Current,Good,1,Fare too high
BK2026018141,13/6/2026 17:10,17,Saturday,6,1,1,0,0,Sentosa,Leisure,Queenstown,Residential,0,0,8,17.6,JustGrab,Cash,Regular,Silver,298,3,11,0.073,2,7.1,4.27,4.72,52,57,0.91,4,0,8,1.88,6,Cloudy,0,High,1.09,0,0,0,15.07,Current,Good,0,Not Cancelled
BK2026018535,17/6/2026 9:52,9,Wednesday,6,0,1,0,0,Serangoon,Residential,CBD,Business,0,1,4.91,10.2,GrabCar Plus,GrabPay,Occasional,,523,0,6,0.19,2,5.8,4.49,4.91,43,69,0.62,1,3,101,1.62,5.6,Clear,0,High,1.59,0,0,0,16.09,Current,Good,1,Found alternative transport
BK2026014606,12/5/2026 17:19,17,Tuesday,5,0,1,0,0,CBD,Business,Orchard,Retail,0,1,13.25,19.7,GrabCar,GrabPay,Occasional,,545,1,1,0.408,2,8.7,4.52,4.47,65,105,0.62,9,2,75,2.91,7.6,Cloudy,0,Medium,1.35,0,0,0,26.45,Current,Good,1,Wrong pickup/dropoff
BK2026011292,12/4/2026 15:57,15,Sunday,4,1,0,0,0,Tampines,Residential,Woodlands,Residential,0,0,6.12,15,JustGrab,GrabPay,Occasional,Gold,379,2,3,0.007,0,4.7,4.64,4.66,64,37,1.73,15,1,45,1.37,5.2,Cloudy,0,High,1,0,0,0,12.03,Current,Good,0,Not Cancelled
BK2026000219,2/1/2026 19:19,19,Friday,1,0,1,0,0,CBD,Business,Changi,Airport,1,1,29.46,59.3,JustGrab,Cash,Regular,Platinum,1239,3,9,0.092,1,6.8,4.62,4.62,73,96,0.76,7,0,31,1.15,3.2,Clear,0,High,1.1,0,0,0,44.94,Outdated,Average,0,Not Cancelled
BK2026017370,6/6/2026 8:58,8,Saturday,6,1,1,0,0,Bukit Timah,Residential,Tampines,Residential,0,0,4.01,10.3,GrabCar,Corporate,Regular,Silver,501,4,8,0.002,0,5.9,4.51,4.78,46,68,0.68,6,5,57,3.14,12,Cloudy,0,High,1.48,0,0,0,11.77,Current,Good,1,Found alternative transport
BK2026006342,27/2/2026 23:12,23,Friday,2,0,0,1,0,Yishun,Residential,Marina Bay,Business/Leisure,0,1,7.23,14.6,GrabCar,Card,New,,26,0,4,0.017,0,7.6,4.33,4.84,63,42,1.5,11,0,43,1.45,4,Cloudy,0,High,1,0,1,5,8.75,One version behind,Average,0,Not Cancelled
BK2026016589,30/5/2026 1:55,1,Saturday,5,1,0,1,0,Queenstown,Residential,Changi,Airport,1,0,13.41,21.8,GrabShare,Card,Regular,Gold,423,3,10,0.011,0,3.8,4.42,5,66,64,1.03,5,0,22,1.65,7.1,Light Rain,1,Medium,1.21,1,1,3,17.9,Current,Poor,0,Not Cancelled
BK2026001097,10/1/2026 18:44,18,Saturday,1,1,1,0,0,Queenstown,Residential,Orchard,Retail,0,0,10.51,16.9,JustGrab,Card,New,,33,0,1,0.005,0,3.5,4.44,4.46,37,47,0.79,4,3,65,0.92,5.3,Clear,0,Medium,1.23,1,0,0,19.4,One version behind,Average,0,Not Cancelled
BK2026001176,11/1/2026 10:53,10,Sunday,1,1,0,0,0,Orchard,Retail,Tampines,Residential,0,0,35.4,72.1,GrabFamily,Cash,High Value,Platinum,1160,3,21,0.002,0,6.4,4.72,4.86,88,73,1.21,13,1,24,1.73,5.7,Clear,0,Medium,1,0,0,0,60.03,Current,Good,0,Not Cancelled
BK2026005463,19/2/2026 21:14,21,Thursday,2,0,0,0,0,Serangoon,Residential,Yishun,Residential,0,0,16.95,35,JustGrab,GrabPay,Occasional,,221,0,2,0.064,1,7.6,4.43,4.79,56,58,0.97,3,3,77,0.72,4.7,Clear,0,Low,1,0,0,0,25.8,Current,Good,0,Not Cancelled
BK2026006705,2/3/2026 23:36,23,Monday,3,0,0,1,0,CBD,Business,Clementi,Student/Residential,0,1,14.86,28.6,GrabFamily,Corporate,Regular,Gold,817,4,13,0.009,0,7.8,4.92,4.87,81,67,1.21,13,0,43,4.56,11.2,Clear,0,Medium,1,0,1,3,24.2,One version behind,Good,0,Not Cancelled
BK2026012881,27/4/2026 2:57,2,Monday,4,0,0,1,0,Yishun,Residential,Ang Mo Kio,Residential,0,0,7.95,13.5,JustGrab,Card,Occasional,,518,1,5,0.085,2,10.3,4.72,4.81,71,39,1.82,7,0,27,0.2,1.6,Clear,0,Medium,1,0,0,0,13.77,Current,Good,0,Not Cancelled
BK2026012547,24/4/2026 0:26,0,Friday,4,0,0,1,0,Woodlands,Residential,Punggol,Residential,0,0,7.56,11.4,JustGrab,GrabPay,High Value,Platinum,522,5,22,0.059,2,5.8,4.36,5,58,55,1.05,4,0,16,2.07,4.3,Clear,0,Low,1,0,0,0,13.11,Current,Good,0,Not Cancelled
BK2026008140,15/3/2026 9:25,9,Sunday,3,1,1,0,0,Queenstown,Residential,Clementi,Student/Residential,0,0,6.59,11.3,GrabCar Plus,Card,High Value,Platinum,376,4,25,0.004,0,6.4,4.44,4.34,33,67,0.49,5,2,43,5.6,9.9,Clear,0,Low,1.48,0,0,0,18.98,Current,Good,1,Driver took too long
BK2026007529,10/3/2026 4:12,4,Tuesday,3,0,0,1,0,Queenstown,Residential,Jurong East,Mixed,0,0,8.81,16.5,JustGrab,Cash,Occasional,,385,1,4,0.047,0,8.8,4.33,4.59,65,54,1.2,6,0,5,0.61,2.3,Clear,0,Medium,1,0,0,0,15.03,Current,Good,0,Not Cancelled
BK2026004853,14/2/2026 2:21,2,Saturday,2,1,0,1,0,Changi,Airport,Serangoon,Residential,1,0,24.42,43.4,JustGrab,Card,Occasional,Silver,268,3,5,0.163,2,8.4,4.76,4.69,69,75,0.92,4,0,20,1.63,3.8,Clear,0,Medium,1,0,0,0,34.65,Current,Poor,0,Not Cancelled
BK2026007508,9/3/2026 22:55,22,Monday,3,0,0,0,0,Ang Mo Kio,Residential,Changi,Airport,1,0,24.69,46.3,GrabFamily,Corporate,Occasional,Silver,396,0,4,0.02,0,5.1,5,4.58,65,52,1.25,9,1,33,2.86,10,Cloudy,0,High,1,0,0,0,42.54,One version behind,Average,1,Driver took too long
BK2026002019,19/1/2026 3:17,3,Monday,1,0,0,1,0,Woodlands,Residential,CBD,Business,0,1,8.46,11.8,GrabCar,GrabPay,High Value,Gold,1824,4,16,0,0,4.9,4.99,4.71,68,50,1.36,7,0,5,2.63,4.5,Clear,0,Low,1,0,0,0,14.81,One version behind,Good,0,Not Cancelled
BK2026010193,2/4/2026 18:14,18,Thursday,4,0,1,0,0,Jurong East,Mixed,Yishun,Residential,0,0,12.72,35.3,JustGrab,Card,Occasional,Silver,94,0,2,0.189,1,7,4.44,4.78,44,76,0.58,7,2,73,5.56,11.9,Clear,0,High,1.33,1,1,2,23.8,Current,Good,1,Other
BK2026009569,28/3/2026 1:40,1,Saturday,3,1,0,1,0,Queenstown,Residential,Punggol,Residential,0,0,9.41,21.1,JustGrab,GrabPay,Regular,Silver,1325,2,5,0.006,0,4.2,4.49,4.81,73,57,1.28,10,0,65,0.2,2.5,Heavy Rain,1,High,1.11,0,0,0,17.3,Current,Poor,0,Not Cancelled
BK2026007185,7/3/2026 7:39,7,Saturday,3,1,1,0,0,Ang Mo Kio,Residential,Sentosa,Leisure,0,0,20.06,40.5,JustGrab,GrabPay,Occasional,,620,3,6,0.001,0,7.8,4.29,5,53,68,0.78,4,1,26,2.18,5.6,Clear,0,High,1.19,0,1,5,28.72,Current,Average,0,Not Cancelled
BK2026015033,16/5/2026 11:06,11,Saturday,5,1,0,0,0,Jurong East,Mixed,CBD,Business,0,1,7.53,14.5,GrabCar,Card,High Value,Gold,870,7,21,0.005,0,6.5,5,4.69,68,54,1.26,9,0,42,2.53,6.2,Clear,0,Medium,1,0,0,0,14.08,Outdated,Good,0,Not Cancelled
BK2026002213,21/1/2026 2:21,2,Wednesday,1,0,0,1,0,CBD,Business,Changi,Airport,1,1,13.07,19.6,GrabCar,Card,Occasional,Gold,518,1,3,0.011,0,4,4.76,4.96,86,66,1.3,11,2,64,1.66,5.5,Clear,0,Medium,1,0,0,0,20.97,Current,Good,0,Not Cancelled
BK2026018026,12/6/2026 13:13,13,Friday,6,0,0,0,0,Marina Bay,Business/Leisure,Bukit Timah,Residential,0,1,11.31,16,JustGrab,GrabPay,Regular,Gold,678,7,13,0.052,1,5,4.6,4.79,94,64,1.47,14,0,80,0.2,1.7,Clear,0,Low,1,0,0,0,17.6,Outdated,Good,0,Not Cancelled
BK2026008775,21/3/2026 0:16,0,Saturday,3,1,0,1,0,Marina Bay,Business/Leisure,Sentosa,Leisure,0,1,5.11,10.2,JustGrab,GrabPay,High Value,Platinum,1785,5,22,0.03,1,5.3,4.64,4.78,97,63,1.54,10,0,24,6.79,13.2,Cloudy,0,Low,1,0,0,0,10.39,Current,Average,0,Not Cancelled
BK2026010134,2/4/2026 4:51,4,Thursday,4,0,0,1,0,Marina Bay,Business/Leisure,Changi,Airport,1,1,11.19,16.1,JustGrab,Corporate,Regular,Gold,963,2,9,0.004,0,6.7,4.76,4.84,97,65,1.49,10,0,5,1.37,2.9,Cloudy,0,Low,1,0,0,0,17.48,Current,Good,0,Not Cancelled
BK2026011377,13/4/2026 10:19,10,Monday,4,0,0,0,0,Punggol,Residential,Yishun,Residential,0,0,9.41,14.4,GrabCar,Card,Occasional,,616,2,7,0.072,1,2.9,4.84,4.8,74,44,1.68,9,1,42,3.01,6.3,Cloudy,0,Low,1,0,0,0,16.2,Current,Good,0,Not Cancelled
BK2026002919,27/1/2026 15:19,15,Tuesday,1,0,0,0,0,Punggol,Residential,Serangoon,Residential,0,0,9.52,12.9,GrabCar Plus,Cash,Occasional,Silver,530,0,5,0.012,0,5.4,4.04,4.67,54,38,1.42,6,1,53,1.31,3.8,Cloudy,0,Low,1,1,1,10,8.84,Current,Average,0,Not Cancelled
BK2026006412,28/2/2026 13:24,13,Saturday,2,1,0,0,0,Yishun,Residential,Tampines,Residential,0,0,4.46,8.3,JustGrab,Card,Regular,Gold,1228,0,6,0.05,1,3.9,4.32,4.7,66,45,1.47,10,1,69,2.22,6.4,Clear,0,Low,1,0,0,0,9.48,Current,Good,0,Not Cancelled
BK2026003601,2/2/2026 20:47,20,Monday,2,0,1,0,0,Changi,Airport,Marina Bay,Business/Leisure,1,1,19.22,40.3,JustGrab,Cash,Regular,Gold,348,3,4,0.001,0,8.9,4.72,4.79,49,96,0.51,6,4,55,2.89,10.5,Clear,0,High,1.27,0,0,0,34.27,Current,Average,1,Found alternative transport
BK2026017303,5/6/2026 17:45,17,Friday,6,0,1,0,0,Queenstown,Residential,Yishun,Residential,0,0,8.09,14.8,JustGrab,Card,Occasional,,229,0,5,0.055,1,8.5,4.49,4.46,44,76,0.58,4,3,87,3.33,9.3,Clear,0,Medium,1.61,0,0,0,19.25,Current,Good,1,Driver took too long
BK2026009874,30/3/2026 18:04,18,Monday,3,0,1,0,0,Orchard,Retail,Clementi,Student/Residential,0,0,6.27,15.1,JustGrab,Card,New,,5,0,0,0.056,0,5.8,4.83,4.78,69,83,0.83,5,0,12,0.7,3.5,Clear,0,Severe,1.23,0,1,2,11.71,Current,Good,0,Not Cancelled
BK2026007370,8/3/2026 20:16,20,Sunday,3,1,1,0,0,Ang Mo Kio,Residential,Marina Bay,Business/Leisure,0,1,9.32,15.3,GrabCar Plus,GrabPay,New,,35,1,1,0.038,0,7.9,4.56,5,44,57,0.77,9,0,35,1.27,4.1,Cloudy,0,Medium,1.12,1,1,8,12.43,Outdated,Good,0,Not Cancelled
BK2026012537,23/4/2026 22:06,22,Thursday,4,0,0,0,0,Ang Mo Kio,Residential,CBD,Business,0,1,9.1,19.3,JustGrab,Card,Regular,Gold,430,3,10,0.037,1,4.1,4.85,4.65,68,45,1.51,8,1,32,2.35,6.3,Cloudy,0,Low,1,0,0,0,15.67,Current,Good,0,Not Cancelled
BK2026014419,11/5/2026 1:30,1,Monday,5,0,0,1,0,Changi,Airport,CBD,Business,1,1,9.18,19,GrabShare,Card,New,,8,0,1,0.002,0,5.9,4.73,4.97,68,61,1.11,6,0,42,2.44,6.2,Clear,0,Low,1,0,0,0,14.27,One version behind,Average,1,Fare too high
BK2026017549,7/6/2026 22:00,22,Sunday,6,1,0,0,0,Punggol,Residential,Yishun,Residential,0,0,15.33,25.3,GrabCar,Corporate,Occasional,Gold,504,1,10,0.077,2,8.9,4.48,4.58,67,42,1.6,6,1,30,2.07,5.1,Cloudy,0,Medium,1,0,0,0,24.22,One version behind,Good,0,Not Cancelled
BK2026002772,26/1/2026 1:57,1,Monday,1,0,0,1,0,Changi,Airport,Marina Bay,Business/Leisure,1,1,12.95,20.2,GrabCar,Card,High Value,Gold,395,6,27,0.001,0,3.9,4.8,4.58,81,75,1.08,9,0,28,1.88,5.2,Clear,0,Medium,1,0,0,0,20.91,Current,Good,0,Not Cancelled
BK2026016998,2/6/2026 22:51,22,Tuesday,6,0,0,0,0,Ang Mo Kio,Residential,Woodlands,Residential,0,0,3.67,6.6,GrabCar,Card,Occasional,,224,1,3,0.008,0,2.6,5,4.55,59,54,1.09,5,0,80,1.66,4.4,Clear,0,High,1,0,0,0,8.75,Current,Good,0,Not Cancelled
BK2026014780,14/5/2026 3:53,3,Thursday,5,0,0,1,0,Punggol,Residential,Marina Bay,Business/Leisure,0,1,6.29,14,JustGrab,Card,Regular,Gold,339,2,12,0.003,0,4.2,4.86,4.8,65,35,1.86,11,0,15,2.25,4.7,Cloudy,0,Medium,1,0,1,2,10.08,Current,Good,0,Not Cancelled
BK2026005819,23/2/2026 4:02,4,Monday,2,0,0,1,0,Clementi,Student/Residential,Punggol,Residential,0,0,6.37,9.5,GrabCar,GrabPay,Occasional,,505,1,5,0.008,0,6.4,4.77,4.62,67,39,1.72,5,1,26,1.82,5,Clear,0,Low,1,0,0,0,12.16,Current,Good,0,Not Cancelled
BK2026012658,24/4/2026 22:03,22,Friday,4,0,0,0,0,Yishun,Residential,Marina Bay,Business/Leisure,0,1,8.84,19.5,GrabCar,Card,Regular,Gold,1297,1,7,0.085,2,4.8,5,4.83,71,41,1.73,11,0,33,1.88,4,Clear,0,Medium,1,0,0,0,16.16,Current,Good,0,Not Cancelled
BK2026000789,7/1/2026 21:43,21,Wednesday,1,0,0,0,0,Punggol,Residential,Queenstown,Residential,0,0,7.94,13.9,JustGrab,Cash,High Value,Platinum,962,4,20,0.001,0,9.9,4.54,4.66,74,65,1.14,10,2,71,1.09,6.1,Light Rain,1,Medium,1.12,0,0,0,14.81,Current,Average,0,Not Cancelled
BK2026006887,4/3/2026 15:45,15,Wednesday,3,0,0,0,0,Jurong East,Mixed,Orchard,Retail,0,0,5.22,10.2,GrabCar,Card,Regular,Silver,605,0,8,0.004,0,3.9,4.75,4.8,58,42,1.38,7,0,18,1.67,6.1,Light Rain,1,High,1.19,0,0,0,12.07,Current,Good,0,Not Cancelled
BK2026008786,21/3/2026 3:51,3,Saturday,3,1,0,1,0,Yishun,Residential,Sentosa,Leisure,0,0,15.81,24.4,GrabCar,GrabPay,Occasional,,204,0,2,0.013,0,4.5,4.65,4.51,84,42,2,8,0,25,0.48,2,Clear,0,Medium,1,1,0,0,24.66,Current,Poor,0,Not Cancelled
BK2026006711,3/3/2026 0:58,0,Tuesday,3,0,0,1,0,Jurong East,Mixed,Yishun,Residential,0,0,11.69,22.9,GrabCar,Card,Regular,Gold,1055,1,9,0.084,1,5.1,4.5,4.77,71,53,1.34,6,0,10,1.57,3.1,Clear,0,Low,1,0,0,0,19.8,Current,Good,0,Not Cancelled
BK2026008788,21/3/2026 4:06,4,Saturday,3,1,0,1,0,Changi,Airport,Jurong East,Mixed,1,0,20.09,29.8,JustGrab,Cash,Occasional,,461,0,3,0.127,1,6.3,4.52,4.74,75,68,1.1,6,0,27,1.39,4,Clear,0,Medium,1,0,0,0,28.47,Current,Good,0,Not Cancelled
BK2026014542,12/5/2026 1:04,1,Tuesday,5,0,0,1,0,Jurong East,Mixed,Sentosa,Leisure,0,0,13.56,31.5,JustGrab,GrabPay,Occasional,,502,0,4,0.069,1,7,4.57,4.8,83,44,1.89,14,0,46,1.71,4.8,Clear,0,Medium,1,0,1,5,16.82,Current,Average,0,Not Cancelled
BK2026002147,20/1/2026 12:01,12,Tuesday,1,0,0,0,0,Orchard,Retail,Tampines,Residential,0,0,7.61,14.1,GrabCar,Card,Regular,Silver,1014,0,13,0.038,1,3.4,4.74,4.68,96,83,1.16,14,1,75,0.5,4.1,Heavy Rain,1,High,1.15,0,0,0,15.42,Current,Good,0,Not Cancelled
BK2026014664,13/5/2026 4:45,4,Wednesday,5,0,0,1,0,Serangoon,Residential,Marina Bay,Business/Leisure,0,1,8.79,16.7,GrabCar Plus,Card,High Value,Platinum,1225,3,15,0.001,0,5.6,4.96,4.82,60,38,1.58,7,0,37,2.11,6.5,Light Rain,1,Medium,1.11,0,0,0,19.63,Current,Good,0,Not Cancelled
BK2026019120,22/6/2026 22:54,22,Monday,6,0,0,0,0,Woodlands,Residential,Jurong East,Mixed,0,0,8.91,21.3,JustGrab,Card,New,,19,0,0,0.012,0,9.2,4.56,4.63,78,44,1.77,7,1,31,2.78,6.4,Cloudy,0,High,1,0,0,0,15.71,Current,Average,0,Not Cancelled
BK2026010197,2/4/2026 19:28,19,Thursday,4,0,1,0,0,Ang Mo Kio,Residential,Serangoon,Residential,0,0,6.47,15.1,JustGrab,Cash,Occasional,,639,3,8,0.002,0,4.6,4.34,4.65,47,70,0.67,7,3,85,1.84,6.9,Cloudy,0,High,1.38,0,0,0,14.99,Current,Average,1,Found alternative transport
BK2026013857,5/5/2026 22:31,22,Tuesday,5,0,0,0,0,Ang Mo Kio,Residential,Marina Bay,Business/Leisure,0,1,8.8,15.7,JustGrab,Card,Occasional,,433,1,7,0.007,0,6.6,4.61,4.49,76,38,2,8,0,16,1.52,3.3,Clear,0,Low,1,0,0,0,14.92,Current,Good,0,Not Cancelled
BK2026001635,15/1/2026 15:07,15,Thursday,1,0,0,0,0,CBD,Business,Serangoon,Residential,0,1,5.24,9.2,GrabCar,Card,Regular,Gold,246,3,11,0.008,0,1.8,4.83,4.86,94,70,1.34,6,0,5,0.41,1.9,Clear,0,Medium,1,1,1,5,5.85,Outdated,Average,0,Not Cancelled
BK2026009414,26/3/2026 18:05,18,Thursday,3,0,1,0,0,Orchard,Retail,Punggol,Residential,0,0,5.01,9.3,GrabCar Plus,Card,Occasional,,400,0,1,0.134,1,5.1,4.73,5,73,85,0.86,5,0,76,1.79,6.4,Clear,0,High,1.17,0,1,5,8.22,Current,Average,0,Not Cancelled
BK2026018543,17/6/2026 10:55,10,Wednesday,6,0,0,0,0,Jurong East,Mixed,Sentosa,Leisure,0,0,11.52,27.3,JustGrab,Card,New,,28,0,1,0.259,1,6.2,4.63,4.87,53,43,1.23,11,1,26,1.31,4.9,Cloudy,0,Medium,1,0,1,5,14.17,Current,Good,0,Not Cancelled
BK2026004531,11/2/2026 4:04,4,Wednesday,2,0,0,1,0,Yishun,Residential,Changi,Airport,1,0,20.58,28.2,JustGrab,GrabPay,Occasional,Gold,503,1,2,0.064,1,3.1,4.57,4.71,51,38,1.34,9,1,61,0.93,3.3,Cloudy,0,Low,1,1,0,0,28.79,Current,Good,0,Not Cancelled
BK2026008005,14/3/2026 8:45,8,Saturday,3,1,1,0,0,Bukit Timah,Residential,Punggol,Residential,0,0,11.48,21,JustGrab,GrabPay,Regular,Silver,1231,1,11,0.038,1,7.7,4.94,4.78,49,77,0.64,2,2,88,1.86,5.3,Cloudy,0,Medium,1.47,0,0,0,24.04,One version behind,Average,0,Not Cancelled
BK2026001331,12/1/2026 19:55,19,Monday,1,0,1,0,0,Punggol,Residential,Woodlands,Residential,0,0,16.54,30.2,JustGrab,GrabPay,Regular,Platinum,310,3,9,0.014,0,5.6,4.73,4.64,48,68,0.71,1,1,34,4.06,14.7,Clear,0,High,1.41,0,0,0,31.91,Current,Good,1,Fare too high
BK2026004575,11/2/2026 10:47,10,Wednesday,2,0,0,0,0,Sentosa,Leisure,Jurong East,Mixed,0,0,26.43,39.1,JustGrab,GrabPay,High Value,Platinum,1415,9,27,0.001,0,3.4,4.67,4.45,71,41,1.73,12,1,47,0.98,3,Clear,0,Low,1,0,0,0,36.24,One version behind,Good,0,Not Cancelled
BK2026002050,19/1/2026 11:15,11,Monday,1,0,0,0,0,Ang Mo Kio,Residential,Orchard,Retail,0,0,18.35,33,JustGrab,GrabPay,Regular,Silver,1313,0,5,0.045,1,9.1,4.82,4.4,75,47,1.6,10,0,15,4.15,8.5,Cloudy,0,Low,1,1,0,0,27.03,One version behind,Average,1,Fare too high
BK2026014773,14/5/2026 2:33,2,Thursday,5,0,0,1,0,Sentosa,Leisure,CBD,Business,0,1,11.07,15.5,GrabCar,Card,High Value,Platinum,1622,0,13,0.009,0,5.7,4.35,4.89,60,43,1.4,7,0,13,1.37,4.1,Clear,0,Low,1,0,0,0,18.21,Current,Poor,0,Not Cancelled
BK2026012395,22/4/2026 18:30,18,Wednesday,4,0,1,0,0,Queenstown,Residential,Bukit Timah,Residential,0,0,7.22,17.4,JustGrab,GrabPay,Occasional,,116,2,4,0.012,0,7.7,4.56,4.94,51,63,0.81,4,1,43,2.04,6.7,Clear,0,High,1.09,0,0,0,14.15,Current,Average,0,Not Cancelled
BK2026000480,5/1/2026 8:26,8,Monday,1,0,1,0,0,CBD,Business,Sentosa,Leisure,0,1,38,56.8,GrabCar,Card,Occasional,Silver,313,0,4,0.011,0,4.4,4.53,4.83,61,87,0.7,7,2,78,1.95,6.1,Cloudy,0,Medium,1.49,0,0,0,74.82,One version behind,Average,1,Fare too high
BK2026007187,7/3/2026 8:15,8,Saturday,3,1,1,0,0,Bukit Timah,Residential,Clementi,Student/Residential,0,0,12.74,45.4,JustGrab,Cash,Occasional,,211,0,8,0.06,1,1.2,4.57,4.54,50,68,0.74,6,0,24,2.14,8.8,Light Rain,1,Severe,1.68,0,0,0,31.72,One version behind,Average,1,Fare too high
