booking_id,booking_datetime,booking_hour,day_of_week,month,is_weekend,is_peak_hour,is_late_night,public_holiday,pickup_zone,pickup_zone_type,dropoff_zone,dropoff_zone_type,airport_trip,cbd_trip,distance_km,estimated_trip_duration_min,vehicle_type,payment_method,customer_segment,loyalty_tier,customer_tenure_days,rides_last_7_days,rides_last_30_days,customer_cancel_rate_90d,previous_customer_cancellations,avg_previous_wait_time_min,customer_rating,driver_rating,active_driver_supply_zone,booking_demand_zone,supply_demand_ratio,nearby_driver_count,drivers_declined_before_accept,driver_acceptance_time_sec,driver_distance_to_pickup_km,driver_eta_min,eta_change_min,weather,is_raining,traffic_level,surge_multiplier,surge_changed_after_booking,promo_applied,promo_discount_sgd,estimated_fare_sgd,app_version,network_quality,customer_cancelled,cancel_reason
BK2026001531,2026-01-14 17:39:18,17,Wednesday,1,0,1,0,0,CBD,Business,Queenstown,Residential,0,1,9.66,13.9,GrabCar,Cash,Occasional,Silver,566,0,3,0.057,1,6.4,4.27,4.7,75,94,0.8,6,1,17,0.9,3.1,-3.0,Clear,0,Medium,1.09,0,0,0,17.41,One version behind,Good,0,Not Cancelled
BK2026004768,2026-02-13 05:22:59,5,Friday,2,0,0,1,0,Orchard,Retail,Queenstown,Residential,0,0,9.31,14.1,GrabFamily,Cash,New,,5,0,1,0.078,1,6.9,4.25,4.87,96,66,1.45,15,0,12,3.21,5.5,-0.8,Cloudy,0,Medium,1.0,0,1,2,16.0,Outdated,Average,0,Not Cancelled
BK2026010014,2026-04-01 03:23:48,3,Wednesday,4,0,0,1,0,Serangoon,Residential,Punggol,Residential,0,0,7.18,14.6,JustGrab,Cash,Regular,Silver,966,0,5,0.008,0,8.6,4.23,4.99,61,41,1.49,9,0,35,3.49,6.8,0.2,Clear,0,Low,1.0,0,0,0,13.09,Current,Average,0,Not Cancelled
BK2026012003,2026-04-19 08:18:06,8,Sunday,4,1,1,0,0,Bukit Timah,Residential,Clementi,Student/Residential,0,0,4.04,14.2,GrabCar,Card,Regular,Silver,717,2,7,0.019,0,4.9,4.63,5.0,42,88,0.48,2,0,19,4.08,14.9,4.6,Clear,0,Severe,1.73,0,0,0,13.43,One version behind,Average,1,Driver took too long
BK2026011968,2026-04-19 00:33:18,0,Sunday,4,1,0,1,0,Changi,Airport,Orchard,Retail,1,0,23.83,68.8,JustGrab,GrabPay,Regular,Gold,1326,1,12,0.008,0,7.8,4.85,4.65,88,57,1.54,6,1,65,2.94,6.7,4.0,Cloudy,0,High,1.0,0,0,0,37.08,Current,Good,0,Not Cancelled
BK2026007016,2026-03-05 20:44:20,20,Thursday,3,0,1,0,0,Serangoon,Residential,Changi,Airport,1,0,20.28,39.1,GrabShare,Cash,Occasional,Silver,607,0,3,0.097,2,6.1,4.46,4.63,60,96,0.62,8,5,44,3.15,11.9,5.9,Clear,0,High,1.39,0,0,0,33.65,Current,Good,1,Found alternative transport
BK2026000824,2026-01-08 07:51:30,7,Thursday,1,0,1,0,0,Orchard,Retail,Sentosa,Leisure,0,0,10.68,23.5,GrabCar,GrabPay,Occasional,,411,0,2,0.007,0,3.2,5.0,4.51,75,89,0.84,7,1,48,2.36,7.1,1.2,Clear,0,Medium,1.28,0,0,0,22.12,Current,Average,0,Not Cancelled
BK2026016109,2026-05-25 22:48:21,22,Monday,5,0,0,0,0,Serangoon,Residential,CBD,Business,0,1,5.43,11.9,GrabCar Plus,Card,Occasional,Silver,623,1,7,0.013,0,5.7,4.9,4.79,76,43,1.77,4,0,15,0.4,1.8,0.6,Clear,0,Medium,1.0,0,0,0,12.93,Current,Good,0,Not Cancelled
BK2026018071,2026-06-12 22:41:07,22,Friday,6,0,0,0,0,Marina Bay,Business/Leisure,Punggol,Residential,0,1,11.81,22.3,GrabCar,Cash,Regular,Silver,931,3,13,0.062,2,2.5,4.33,4.83,89,85,1.05,9,0,7,2.95,9.4,0.6,Light Rain,1,Medium,1.25,0,0,0,23.22,One version behind,Average,0,Not Cancelled
BK2026011238,2026-04-12 03:08:20,3,Sunday,4,1,0,1,0,Changi,Airport,Queenstown,Residential,1,0,18.24,37.2,JustGrab,Card,New,,15,1,1,0.281,1,6.8,4.81,5.0,93,58,1.6,9,0,5,0.65,2.0,1.4,Cloudy,0,Low,1.0,0,1,5,22.42,Current,Good,0,Not Cancelled
BK2026016348,2026-05-27 23:12:59,23,Wednesday,5,0,0,1,1,Yishun,Residential,Bukit Timah,Residential,0,0,17.52,36.3,GrabCar,Card,Regular,Silver,209,2,12,0.004,0,3.1,4.86,4.78,75,54,1.39,11,1,70,2.62,7.5,4.5,Light Rain,1,High,1.27,0,1,3,30.39,Current,Good,0,Not Cancelled
BK2026013018,2026-04-28 11:52:43,11,Tuesday,4,0,0,0,0,Orchard,Retail,Clementi,Student/Residential,0,0,11.32,18.7,JustGrab,Card,Occasional,Silver,177,2,6,0.002,0,7.8,4.34,4.96,77,78,0.99,8,1,23,1.01,4.2,0.6,Clear,0,Low,1.0,0,0,0,17.93,Current,Good,0,Not Cancelled
BK2026009996,2026-03-31 23:19:10,23,Tuesday,3,0,0,1,1,Yishun,Residential,Sentosa,Leisure,0,0,6.51,11.0,GrabCar,Card,Occasional,,301,0,5,0.064,1,6.7,4.51,4.6,71,43,1.65,9,1,43,2.3,7.1,3.0,Clear,0,Medium,1.0,0,1,3,9.5,Current,Good,0,Not Cancelled
BK2026014386,2026-05-10 15:54:47,15,Sunday,5,1,0,0,0,Serangoon,Residential,Woodlands,Residential,0,0,3.12,6.5,JustGrab,GrabPay,Occasional,,51,0,2,0.219,1,7.4,4.64,4.85,84,52,1.62,7,2,86,0.91,4.2,2.4,Clear,0,High,1.0,0,0,0,7.86,Current,Average,0,Not Cancelled
BK2026008581,2026-03-19 08:29:25,8,Thursday,3,0,1,0,0,Bukit Timah,Residential,Changi,Airport,1,0,13.09,40.4,GrabCar,Card,Occasional,,414,0,4,0.007,0,7.7,4.98,4.67,54,71,0.76,10,3,66,3.68,15.8,3.8,Heavy Rain,1,Severe,1.62,0,0,0,32.7,Current,Average,1,App or payment issue
BK2026008367,2026-03-17 10:21:59,10,Tuesday,3,0,0,0,0,Orchard,Retail,Changi,Airport,1,0,18.2,26.1,JustGrab,Cash,New,,24,0,2,0.13,1,2.7,4.85,4.88,94,53,1.77,12,0,31,1.25,3.8,-1.3,Clear,0,Medium,1.0,0,1,5,21.04,One version behind,Good,0,Not Cancelled
BK2026004753,2026-02-13 02:11:08,2,Friday,2,0,0,1,0,Yishun,Residential,Queenstown,Residential,0,0,3.22,4.7,GrabCar Plus,GrabPay,Occasional,Gold,601,1,4,0.006,0,3.8,4.39,4.9,90,39,2.31,7,0,27,3.03,8.5,0.2,Clear,0,Medium,1.0,0,0,0,8.93,Outdated,Good,0,Not Cancelled
BK2026000461,2026-01-05 03:10:46,3,Monday,1,0,0,1,0,Jurong East,Mixed,Marina Bay,Business/Leisure,0,1,8.86,13.9,JustGrab,GrabPay,Regular,Silver,1008,2,10,0.015,0,5.8,4.65,4.82,61,58,1.05,9,0,25,6.24,10.8,2.9,Clear,0,Medium,1.0,0,1,10,4.77,Current,Good,0,Not Cancelled
BK2026013646,2026-05-04 04:33:09,4,Monday,5,0,0,1,0,Queenstown,Residential,Woodlands,Residential,0,0,12.77,19.7,JustGrab,Corporate,Regular,Silver,778,1,10,0.011,0,6.5,4.8,4.68,68,45,1.51,7,0,6,1.71,4.7,6.3,Clear,0,Low,1.0,0,0,0,19.57,One version behind,Poor,0,Not Cancelled
BK2026007948,2026-03-13 20:30:14,20,Friday,3,0,1,0,0,Marina Bay,Business/Leisure,Changi,Airport,1,1,13.38,20.3,GrabShare,GrabPay,Regular,Gold,762,6,14,0.009,0,6.0,5.0,4.59,60,90,0.67,6,5,151,1.92,6.7,2.3,Clear,0,Medium,1.38,0,0,0,22.72,Current,Good,1,Driver took too long
BK2026019215,2026-06-23 19:20:04,19,Tuesday,6,0,1,0,0,Punggol,Residential,Clementi,Student/Residential,0,0,6.58,12.8,JustGrab,Card,Regular,Gold,1014,0,7,0.05,1,5.4,4.85,4.57,48,86,0.56,5,2,36,3.42,9.3,3.5,Light Rain,1,High,1.51,0,0,0,15.77,One version behind,Average,1,Found alternative transport
BK2026012990,2026-04-28 05:37:59,5,Tuesday,4,0,0,1,0,Woodlands,Residential,Ang Mo Kio,Residential,0,0,3.13,4.7,JustGrab,Card,Regular,Gold,1244,3,9,0.001,0,4.7,4.71,4.86,53,44,1.2,13,0,124,8.48,14.1,0.0,Clear,0,Medium,1.0,0,0,0,7.65,Current,Good,0,Not Cancelled
BK2026003284,2026-01-31 00:51:41,0,Saturday,1,1,0,1,0,CBD,Business,Sentosa,Leisure,0,1,11.74,22.9,GrabCar,Corporate,Regular,Gold,1196,0,4,0.005,0,6.3,4.7,4.92,91,81,1.12,17,0,5,1.42,5.1,5.0,Light Rain,1,High,1.27,0,0,0,23.46,Current,Average,0,Not Cancelled
BK2026016808,2026-06-01 00:51:28,0,Monday,6,0,0,1,0,Serangoon,Residential,Orchard,Retail,0,0,4.3,10.0,GrabShare,GrabPay,Occasional,Silver,334,1,7,0.041,1,7.3,4.78,4.77,72,37,1.95,12,0,14,0.75,2.9,2.4,Clear,0,High,1.0,0,0,0,8.84,Current,Good,0,Not Cancelled
BK2026009967,2026-03-31 14:43:40,14,Tuesday,3,0,0,0,1,Queenstown,Residential,CBD,Business,0,1,5.56,11.7,GrabCar Plus,Card,Occasional,,345,3,3,0.014,0,6.7,4.66,4.7,69,48,1.44,8,1,85,5.57,9.8,0.1,Clear,0,Medium,1.0,0,0,0,13.09,Current,Average,0,Not Cancelled
BK2026007549,2026-03-10 08:06:38,8,Tuesday,3,0,1,0,0,Ang Mo Kio,Residential,Jurong East,Mixed,0,0,4.25,10.9,GrabFamily,Cash,Occasional,Gold,354,2,5,0.044,1,8.1,4.16,4.75,45,62,0.73,5,2,79,2.33,10.1,-0.6,Cloudy,0,High,1.36,0,0,0,12.88,One version behind,Average,1,Fare too high
BK2026017318,2026-06-05 21:15:25,21,Friday,6,0,0,0,0,Tampines,Residential,Jurong East,Mixed,0,0,4.83,7.4,GrabShare,Card,Occasional,Silver,465,2,6,0.012,0,1.0,4.99,4.59,69,42,1.64,7,0,22,3.36,6.6,1.2,Cloudy,0,Low,1.0,0,0,0,9.0,Current,Poor,0,Not Cancelled
BK2026013377,2026-05-01 19:55:35,19,Friday,5,0,1,0,1,CBD,Business,Punggol,Residential,0,1,4.4,13.6,GrabCar,GrabPay,Occasional,Gold,567,1,4,0.12,2,9.6,4.53,4.81,76,82,0.93,8,2,61,1.42,7.1,-0.6,Clear,0,Severe,1.48,0,0,0,12.82,Current,Poor,1,Found alternative transport
BK2026008599,2026-03-19 11:15:55,11,Thursday,3,0,0,0,0,Changi,Airport,Changi,Airport,1,0,4.5,9.3,GrabShare,Card,Occasional,Silver,593,0,2,0.217,3,4.4,4.49,4.86,60,67,0.9,5,1,41,0.96,3.7,0.6,Cloudy,0,High,1.0,0,0,0,8.93,Current,Good,0,Not Cancelled
BK2026009568,2026-03-28 01:40:04,1,Saturday,3,1,0,1,0,Woodlands,Residential,Marina Bay,Business/Leisure,0,1,4.62,12.1,JustGrab,Card,Regular,Silver,1378,3,18,0.081,2,2.7,4.75,4.73,78,42,1.86,15,0,19,2.96,6.5,0.8,Clear,0,High,1.0,0,0,0,10.1,Current,Good,0,Not Cancelled
BK2026010093,2026-04-01 18:20:12,18,Wednesday,4,0,1,0,0,Serangoon,Residential,Yishun,Residential,0,0,22.87,53.8,JustGrab,GrabPay,Occasional,Silver,422,0,4,0.166,1,7.2,4.36,4.69,45,60,0.75,3,1,43,1.79,5.3,-0.5,Clear,0,High,1.2,0,1,3,36.07,One version behind,Good,0,Not Cancelled
BK2026017413,2026-06-06 17:31:28,17,Saturday,6,1,1,0,0,Ang Mo Kio,Residential,CBD,Business,0,1,3.41,8.4,JustGrab,Card,Occasional,Silver,65,2,5,0.049,1,7.6,4.74,4.66,38,87,0.44,6,3,50,1.98,6.2,-0.3,Cloudy,0,High,1.31,0,0,0,9.5,Current,Average,0,Not Cancelled
BK2026015450,2026-05-20 07:54:13,7,Wednesday,5,0,1,0,0,Woodlands,Residential,Clementi,Student/Residential,0,0,5.66,11.9,GrabCar,Cash,Regular,Gold,1355,1,14,0.032,1,1.9,5.0,4.82,44,93,0.47,6,1,50,2.29,7.3,2.0,Light Rain,1,Medium,1.51,0,0,0,14.92,Current,Good,1,Wrong pickup/dropoff
BK2026004799,2026-02-13 15:14:54,15,Friday,2,0,0,0,0,Ang Mo Kio,Residential,Tampines,Residential,0,0,20.64,32.7,JustGrab,Card,Regular,Gold,518,2,8,0.06,1,4.5,4.52,4.83,92,42,2.19,9,1,98,1.36,4.2,2.4,Cloudy,0,Medium,1.0,0,1,5,24.4,Current,Good,0,Not Cancelled
BK2026001481,2026-01-14 07:00:00,7,Wednesday,1,0,1,0,0,Orchard,Retail,Orchard,Retail,0,0,2.66,4.8,JustGrab,Cash,High Value,Gold,1953,4,27,0.0,0,4.3,4.45,4.61,69,94,0.73,9,0,5,4.29,8.3,1.4,Clear,0,Medium,1.51,0,0,0,8.59,Current,Good,0,Not Cancelled
BK2026017379,2026-06-06 10:30:54,10,Saturday,6,1,0,0,0,Tampines,Residential,Woodlands,Residential,0,0,6.29,11.6,GrabCar,Card,High Value,Platinum,1078,1,19,0.031,1,5.9,4.27,4.92,71,56,1.27,6,0,41,1.3,2.9,1.5,Cloudy,0,Low,1.0,0,0,0,12.32,Current,Good,0,Not Cancelled
BK2026018808,2026-06-19 20:02:52,20,Friday,6,0,1,0,0,Punggol,Residential,Clementi,Student/Residential,0,0,11.28,30.2,GrabCar,Card,Regular,Silver,1159,2,12,0.0,0,2.5,4.67,4.76,43,66,0.65,4,2,42,4.96,17.2,0.9,Clear,0,Severe,1.46,0,0,0,26.1,Current,Good,1,Fare too high
BK2026001305,2026-01-12 14:48:35,14,Monday,1,0,0,0,0,Sentosa,Leisure,Jurong East,Mixed,0,0,24.07,33.9,JustGrab,Cash,Regular,Silver,357,0,10,0.02,0,7.1,4.41,4.66,72,45,1.6,5,2,99,4.12,9.2,-0.1,Clear,0,Low,1.0,0,0,0,33.14,Current,Average,0,Not Cancelled
BK2026006234,2026-02-27 00:27:21,0,Friday,2,0,0,1,0,Clementi,Student/Residential,CBD,Business,0,1,8.9,20.2,JustGrab,Card,Regular,Gold,443,0,6,0.002,0,8.6,4.71,4.75,58,53,1.09,8,0,10,1.15,3.2,3.5,Clear,0,Medium,1.0,1,0,0,15.57,Current,Good,0,Not Cancelled
BK2026016219,2026-05-26 21:59:10,21,Tuesday,5,0,0,0,0,Punggol,Residential,Changi,Airport,1,0,14.41,26.4,JustGrab,GrabPay,Regular,Platinum,212,1,12,0.007,0,3.3,4.84,4.74,60,41,1.46,9,0,16,3.41,6.4,1.6,Clear,0,Medium,1.0,0,0,0,22.1,One version behind,Good,0,Not Cancelled
BK2026013136,2026-04-29 10:19:48,10,Wednesday,4,0,0,0,0,Jurong East,Mixed,Punggol,Residential,0,0,5.71,12.1,GrabCar,Corporate,Regular,Silver,1377,2,12,0.003,0,4.5,4.49,4.72,57,43,1.33,12,0,5,0.76,2.8,3.6,Clear,0,Medium,1.0,0,1,5,6.73,One version behind,Poor,0,Not Cancelled
BK2026008761,2026-03-20 20:50:47,20,Friday,3,0,1,0,0,Tampines,Residential,Serangoon,Residential,0,0,5.75,11.5,JustGrab,GrabPay,Occasional,,556,0,4,0.002,0,6.9,4.78,4.68,31,86,0.36,4,1,28,2.59,5.6,1.6,Cloudy,0,Medium,1.25,0,1,10,4.0,Outdated,Good,0,Not Cancelled
BK2026010531,2026-04-05 22:59:31,22,Sunday,4,1,0,0,0,Serangoon,Residential,Clementi,Student/Residential,0,0,6.27,12.4,JustGrab,GrabPay,High Value,Platinum,1934,4,28,0.002,0,3.4,5.0,4.63,91,48,1.9,8,1,53,2.53,5.2,4.3,Cloudy,0,Low,1.0,0,0,0,11.87,Current,Average,0,Not Cancelled
BK2026009877,2026-03-30 19:45:45,19,Monday,3,0,1,0,0,CBD,Business,Marina Bay,Business/Leisure,0,1,3.76,7.4,JustGrab,Card,Occasional,Gold,145,0,4,0.162,2,6.4,4.92,4.47,69,93,0.74,8,1,16,3.85,15.0,-2.6,Clear,0,High,1.29,0,1,5,4.78,Current,Good,0,Not Cancelled
BK2026016856,2026-06-01 10:53:44,10,Monday,6,0,0,0,0,Changi,Airport,Tampines,Residential,1,0,12.25,23.8,JustGrab,GrabPay,Occasional,Silver,181,2,6,0.043,1,8.2,5.0,4.65,78,74,1.05,11,0,13,1.05,4.2,0.8,Cloudy,0,High,1.0,0,0,0,19.52,One version behind,Good,0,Not Cancelled
BK2026014468,2026-05-11 11:23:26,11,Monday,5,0,0,0,0,Changi,Airport,Bukit Timah,Residential,1,0,17.7,28.6,JustGrab,Corporate,Regular,Silver,1106,0,6,0.002,0,6.4,4.55,4.96,62,70,0.89,5,1,96,4.07,7.3,-0.7,Cloudy,0,Low,1.0,0,0,0,25.82,Current,Good,0,Not Cancelled
BK2026006752,2026-03-03 11:31:16,11,Tuesday,3,0,0,0,0,Yishun,Residential,Orchard,Retail,0,0,6.78,11.3,JustGrab,Card,Occasional,Silver,315,1,5,0.109,1,6.2,4.9,4.5,79,64,1.23,5,0,20,0.36,1.8,1.3,Clear,0,Medium,1.0,0,0,0,12.28,One version behind,Good,0,Not Cancelled
BK2026012572,2026-04-24 04:03:17,4,Friday,4,0,0,1,0,Tampines,Residential,Ang Mo Kio,Residential,0,0,9.28,21.9,GrabCar Plus,Card,Occasional,,259,0,2,0.024,0,7.8,4.72,4.84,67,54,1.24,9,1,35,2.56,8.4,2.8,Clear,0,Medium,1.0,0,1,8,11.58,Current,Good,0,Not Cancelled
BK2026015725,2026-05-22 19:45:46,19,Friday,5,0,1,0,0,Ang Mo Kio,Residential,CBD,Business,0,1,15.23,40.6,GrabFamily,Card,High Value,Gold,876,4,20,0.047,1,3.7,4.72,4.82,47,74,0.64,7,3,39,2.96,13.1,7.5,Cloudy,0,High,1.39,0,0,0,37.12,Current,Poor,1,Driver took too long
BK2026000226,2026-01-02 22:26:19,22,Friday,1,0,0,0,0,Orchard,Retail,Orchard,Retail,0,0,1.95,4.0,GrabFamily,Card,New,Silver,35,1,2,0.012,0,6.0,4.97,4.56,98,75,1.31,10,1,57,1.01,4.0,-0.3,Heavy Rain,1,Medium,1.23,0,0,0,7.5,Current,Good,0,Not Cancelled
BK2026009513,2026-03-27 13:59:49,13,Friday,3,0,0,0,0,Marina Bay,Business/Leisure,Queenstown,Residential,0,1,13.56,23.9,GrabCar Plus,GrabPay,Regular,Silver,468,2,11,0.005,0,6.0,4.41,4.68,94,75,1.25,8,0,45,2.79,6.1,2.5,Light Rain,1,Low,1.11,0,0,0,28.0,Current,Average,0,Not Cancelled
BK2026000432,2026-01-04 21:36:07,21,Sunday,1,1,0,0,0,Tampines,Residential,Queenstown,Residential,0,0,23.51,34.4,JustGrab,Card,Occasional,,298,0,4,0.056,1,5.9,4.4,4.47,73,57,1.28,14,1,54,2.72,5.7,2.2,Clear,0,Medium,1.0,0,0,0,32.61,Current,Good,0,Not Cancelled
BK2026011698,2026-04-16 09:10:13,9,Thursday,4,0,1,0,0,Sentosa,Leisure,Changi,Airport,1,0,21.51,44.6,JustGrab,GrabPay,Occasional,Gold,60,0,3,0.048,1,4.2,4.45,4.88,43,73,0.59,5,1,23,2.99,8.0,-3.2,Clear,0,Low,1.37,0,1,3,37.09,Current,Good,0,Not Cancelled
BK2026010632,2026-04-06 21:00:04,21,Monday,4,0,0,0,0,CBD,Business,Yishun,Residential,0,1,6.63,8.8,GrabFamily,GrabPay,Regular,Silver,1191,4,9,0.047,1,9.9,4.73,4.7,91,66,1.38,10,1,46,6.7,15.8,-1.3,Clear,0,Low,1.0,0,0,0,13.77,Current,Good,1,Wrong pickup/dropoff
BK2026007188,2026-03-07 08:29:19,8,Saturday,3,1,1,0,0,CBD,Business,Marina Bay,Business/Leisure,0,1,5.6,12.4,JustGrab,Card,Occasional,,240,1,5,0.121,3,7.7,5.0,4.72,75,100,0.75,7,1,41,1.09,3.9,2.6,Clear,0,High,1.27,0,0,0,12.76,Current,Good,0,Not Cancelled
BK2026006862,2026-03-04 09:45:32,9,Wednesday,3,0,1,0,0,Jurong East,Mixed,Punggol,Residential,0,0,11.66,29.7,GrabShare,Card,Regular,Silver,330,1,9,0.026,0,8.6,4.69,4.4,61,83,0.73,6,1,42,3.03,9.6,2.8,Clear,0,Severe,1.64,1,0,0,24.43,Current,Good,1,Found alternative transport
BK2026009683,2026-03-29 01:33:44,1,Sunday,3,1,0,1,0,Serangoon,Residential,Clementi,Student/Residential,0,0,2.18,4.6,GrabCar,GrabPay,High Value,Gold,1396,5,25,0.002,0,6.8,3.81,4.55,68,52,1.31,12,0,27,3.09,5.7,2.9,Clear,0,Medium,1.0,0,0,0,6.82,One version behind,Good,0,Not Cancelled
BK2026018794,2026-06-19 16:47:00,16,Friday,6,0,0,0,0,Marina Bay,Business/Leisure,Sentosa,Leisure,0,1,12.65,22.1,GrabFamily,GrabPay,Regular,Silver,447,0,13,0.006,0,9.8,4.25,4.71,99,68,1.46,14,0,14,2.16,4.9,2.2,Cloudy,0,Low,1.0,0,0,0,23.45,Current,Poor,0,Not Cancelled
BK2026008186,2026-03-15 20:24:38,20,Sunday,3,1,1,0,0,Yishun,Residential,Yishun,Residential,0,0,3.61,7.9,GrabCar,Card,Regular,Silver,546,2,13,0.005,0,7.3,4.76,4.62,48,84,0.57,8,2,53,2.57,8.1,-1.8,Light Rain,1,High,1.53,1,0,0,11.01,One version behind,Good,1,Changed plans/weather
BK2026002956,2026-01-27 23:26:35,23,Tuesday,1,0,0,1,0,Serangoon,Residential,Queenstown,Residential,0,0,8.78,13.0,GrabCar,Card,Regular,Gold,868,2,10,0.002,0,4.9,4.54,4.45,69,50,1.38,4,1,83,1.73,6.1,4.0,Cloudy,0,Low,1.0,0,0,0,15.32,Current,Good,0,Not Cancelled
BK2026001778,2026-01-16 21:37:17,21,Friday,1,0,0,0,0,Changi,Airport,Marina Bay,Business/Leisure,1,1,17.61,27.3,JustGrab,GrabPay,Regular,Gold,847,3,14,0.01,0,2.9,4.66,4.61,66,63,1.05,8,0,21,1.9,4.8,-0.6,Cloudy,0,Medium,1.0,0,0,0,25.57,Outdated,Good,0,Not Cancelled
BK2026012307,2026-04-22 01:43:54,1,Wednesday,4,0,0,1,0,Clementi,Student/Residential,Yishun,Residential,0,0,14.42,26.0,GrabCar,Card,Regular,Silver,888,1,11,0.056,1,5.0,4.97,4.79,74,44,1.68,7,2,55,2.3,7.2,-0.0,Cloudy,0,High,1.0,0,0,0,23.27,Outdated,Good,0,Not Cancelled
BK2026017736,2026-06-09 18:46:16,18,Tuesday,6,0,1,0,0,Tampines,Residential,Orchard,Retail,0,0,8.93,23.9,GrabCar,GrabPay,High Value,Gold,1236,2,15,0.044,1,3.9,4.76,4.57,52,77,0.68,6,1,49,1.72,4.8,0.8,Clear,0,High,1.26,0,0,0,19.43,Current,Poor,0,Not Cancelled
BK2026016654,2026-05-30 14:36:11,14,Saturday,5,1,0,0,0,Serangoon,Residential,Ang Mo Kio,Residential,0,0,8.71,12.3,JustGrab,GrabPay,Regular,Gold,728,0,8,0.003,0,6.8,4.91,4.57,64,48,1.33,10,0,33,1.39,3.0,-0.5,Clear,0,Low,1.0,0,0,0,14.42,One version behind,Good,0,Not Cancelled
BK2026002285,2026-01-21 14:41:35,14,Wednesday,1,0,0,0,0,Tampines,Residential,CBD,Business,0,1,3.73,5.8,JustGrab,Card,New,,12,1,2,0.091,1,5.2,4.61,5.0,61,53,1.15,6,1,35,3.02,6.7,-2.3,Cloudy,0,Low,1.0,0,0,0,8.41,One version behind,Average,0,Not Cancelled
BK2026015026,2026-05-16 10:03:58,10,Saturday,5,1,0,0,0,Clementi,Student/Residential,Tampines,Residential,0,0,24.85,51.7,GrabShare,Card,Occasional,,408,0,0,0.0,0,7.8,4.22,4.86,57,49,1.16,10,0,10,0.29,1.8,-1.5,Cloudy,0,Low,1.0,0,1,5,27.18,Current,Average,0,Not Cancelled
BK2026002291,2026-01-21 16:08:14,16,Wednesday,1,0,0,0,0,Tampines,Residential,Serangoon,Residential,0,0,22.61,36.0,JustGrab,GrabPay,Occasional,,460,1,4,0.046,1,7.4,4.31,4.51,83,34,2.44,8,0,47,4.57,11.2,2.2,Clear,0,Low,1.0,0,1,8,23.86,Current,Good,0,Not Cancelled
BK2026000939,2026-01-09 07:25:04,7,Friday,1,0,1,0,0,Clementi,Student/Residential,Yishun,Residential,0,0,24.48,45.0,JustGrab,Corporate,New,,17,0,1,0.008,0,5.0,4.91,4.59,51,74,0.69,2,2,51,2.33,7.7,5.4,Clear,0,High,1.25,0,1,3,38.33,Current,Good,1,App or payment issue
BK2026018211,2026-06-14 10:26:47,10,Sunday,6,1,0,0,0,Serangoon,Residential,Ang Mo Kio,Residential,0,0,6.3,11.0,GrabCar Plus,GrabPay,Occasional,,259,1,2,0.001,0,4.4,4.43,4.62,71,52,1.37,13,0,20,1.36,3.6,-2.3,Clear,0,Low,1.0,0,1,10,4.05,One version behind,Average,0,Not Cancelled
BK2026009437,2026-03-26 23:48:57,23,Thursday,3,0,0,1,0,Ang Mo Kio,Residential,Changi,Airport,1,0,16.09,28.6,GrabCar Plus,Card,Regular,Platinum,945,0,8,0.008,0,8.2,4.42,4.37,82,47,1.74,16,3,92,0.28,3.4,0.6,Cloudy,0,Low,1.0,0,0,0,30.04,Current,Average,0,Not Cancelled
BK2026014009,2026-05-07 05:33:44,5,Thursday,5,0,0,1,0,Jurong East,Mixed,Orchard,Retail,0,0,15.0,22.2,GrabShare,Card,New,,35,0,0,0.02,0,8.2,4.58,4.5,75,43,1.74,10,0,37,2.52,4.5,0.2,Clear,0,Low,1.0,0,0,0,19.85,Current,Good,0,Not Cancelled
BK2026013040,2026-04-28 16:18:41,16,Tuesday,4,0,0,0,0,Yishun,Residential,Punggol,Residential,0,0,14.22,34.7,GrabCar Plus,Card,Regular,Gold,851,2,10,0.006,0,5.5,4.74,5.0,77,45,1.71,5,2,52,2.29,10.6,4.8,Clear,0,Severe,1.17,0,0,0,31.55,Current,Good,1,Other
BK2026001737,2026-01-16 11:47:52,11,Friday,1,0,0,0,0,Tampines,Residential,Jurong East,Mixed,0,0,11.4,16.5,GrabCar,Cash,Occasional,,318,0,5,0.143,2,6.9,4.34,4.69,65,34,1.91,13,0,26,0.86,2.4,3.2,Clear,0,Medium,1.0,0,0,0,18.71,Current,Average,0,Not Cancelled
BK2026019308,2026-06-24 18:04:59,18,Wednesday,6,0,1,0,0,Punggol,Residential,Jurong East,Mixed,0,0,6.84,14.3,JustGrab,Corporate,Regular,Silver,885,1,5,0.001,0,2.2,4.51,4.87,38,67,0.57,4,2,35,3.31,9.9,0.2,Clear,0,High,1.27,0,0,0,14.64,One version behind,Average,0,Not Cancelled
BK2026003923,2026-02-05 17:21:58,17,Thursday,2,0,1,0,0,Ang Mo Kio,Residential,Woodlands,Residential,0,0,5.81,8.8,JustGrab,GrabPay,Regular,Silver,470,2,10,0.045,1,10.2,4.96,4.6,55,64,0.86,6,0,5,1.38,4.2,-2.8,Cloudy,0,Medium,1.06,0,0,0,11.32,Current,Good,0,Not Cancelled
BK2026009405,2026-03-26 16:00:54,16,Thursday,3,0,0,0,0,Orchard,Retail,CBD,Business,0,1,8.58,19.1,GrabFamily,Card,Regular,Platinum,1048,4,12,0.033,1,9.3,4.57,4.56,81,60,1.35,9,1,56,1.87,5.1,-1.0,Cloudy,0,Medium,1.0,0,0,0,17.62,Current,Average,0,Not Cancelled
