booking_id,booking_datetime,booking_hour,day_of_week,month,is_weekend,is_peak_hour,is_late_night,public_holiday,pickup_zone,pickup_zone_type,dropoff_zone,dropoff_zone_type,airport_trip,cbd_trip,distance_km,estimated_trip_duration_min,vehicle_type,payment_method,customer_segment,loyalty_tier,customer_tenure_days,rides_last_7_days,rides_last_30_days,customer_cancel_rate_90d,previous_customer_cancellations,avg_previous_wait_time_min,customer_rating,driver_rating,active_driver_supply_zone,booking_demand_zone,supply_demand_ratio,nearby_driver_count,drivers_declined_before_accept,driver_acceptance_time_sec,driver_distance_to_pickup_km,driver_eta_min,eta_change_min,weather,is_raining,traffic_level,surge_multiplier,surge_changed_after_booking,promo_applied,promo_discount_sgd,estimated_fare_sgd,app_version,network_quality,customer_cancelled,cancel_reason
BK2026006458,2026-02-28 21:15:36,21,Saturday,2,1,0,0,0,CBD,Business,Tampines,Residential,0,1,7.79,14.0,GrabCar Plus,GrabPay,High Value,Gold,741,4,13,0.005,0,5.9,5.0,5.0,91,59,1.54,16,0,24,1.16,4.0,0.2,Clear,0,Low,1.0,0,0,0,16.52,One version behind,Good,0,Not Cancelled
BK2026016219,2026-05-26 21:59:10,21,Tuesday,5,0,0,0,0,Punggol,Residential,Changi,Airport,1,0,14.41,26.4,JustGrab,GrabPay,Regular,Platinum,212,1,12,0.007,0,3.3,4.84,4.74,60,41,1.46,9,0,16,3.41,6.4,1.6,Clear,0,Medium,1.0,0,0,0,22.1,One version behind,Good,0,Not Cancelled
BK2026003266,2026-01-30 20:48:30,20,Friday,1,0,1,0,0,Changi,Airport,Yishun,Residential,1,0,20.33,51.9,GrabCar,GrabPay,Regular,Gold,599,1,9,0.012,0,4.6,4.29,4.84,38,103,0.37,6,1,48,6.78,18.4,6.5,Light Rain,1,High,1.64,0,0,0,47.84,One version behind,Good,1,Driver took too long
BK2026007136,2026-03-06 20:49:13,20,Friday,3,0,1,0,0,Jurong East,Mixed,Yishun,Residential,0,0,7.52,12.6,GrabCar Plus,Card,Occasional,Silver,368,1,7,0.101,1,7.5,4.68,4.64,46,78,0.59,7,1,33,1.68,4.1,-3.0,Clear,0,Medium,1.37,1,0,0,19.92,Current,Poor,0,Not Cancelled
BK2026000539,2026-01-05 17:53:14,17,Monday,1,0,1,0,0,Tampines,Residential,Marina Bay,Business/Leisure,0,1,22.89,58.7,JustGrab,GrabPay,Regular,Silver,1173,1,12,0.0,0,7.4,4.33,4.46,45,65,0.69,6,4,86,1.91,8.6,2.4,Clear,0,High,1.35,1,0,0,43.29,One version behind,Good,1,Found alternative transport
BK2026000432,2026-01-04 21:36:07,21,Sunday,1,1,0,0,0,Tampines,Residential,Queenstown,Residential,0,0,23.51,34.4,JustGrab,Card,Occasional,,298,0,4,0.056,1,5.9,4.4,4.47,73,57,1.28,14,1,54,2.72,5.7,2.2,Clear,0,Medium,1.0,0,0,0,32.61,Current,Good,0,Not Cancelled
BK2026002690,2026-01-25 07:18:01,7,Sunday,1,1,1,0,0,Ang Mo Kio,Residential,Bukit Timah,Residential,0,0,5.06,9.5,JustGrab,Card,High Value,Gold,1127,4,25,0.005,0,6.7,4.83,4.85,41,68,0.6,6,3,75,3.06,12.7,5.0,Clear,0,High,1.25,0,0,0,11.58,Current,Good,0,Not Cancelled
BK2026011823,2026-04-17 16:57:40,16,Friday,4,0,0,0,0,Sentosa,Leisure,Orchard,Retail,0,0,7.53,16.9,JustGrab,Card,Regular,Silver,928,3,6,0.001,0,5.6,4.54,4.86,68,46,1.48,14,0,5,0.63,3.0,-0.9,Cloudy,0,Medium,1.0,0,0,0,13.73,Current,Good,0,Not Cancelled
BK2026004561,2026-02-11 08:56:24,8,Wednesday,2,0,1,0,0,Changi,Airport,CBD,Business,1,1,16.59,29.4,JustGrab,GrabPay,High Value,Platinum,631,5,16,0.003,0,7.4,4.81,4.78,37,93,0.4,2,5,149,2.13,8.2,0.0,Clear,0,Low,1.3,1,0,0,29.97,Current,Poor,1,Fare too high
BK2026001327,2026-01-12 19:43:11,19,Monday,1,0,1,0,0,CBD,Business,Changi,Airport,1,1,18.31,36.8,JustGrab,Card,New,,24,0,1,0.121,1,5.9,4.2,4.75,67,84,0.8,10,1,51,1.24,4.1,-3.4,Clear,0,Medium,1.17,0,0,0,30.71,Current,Good,0,Not Cancelled
BK2026015684,2026-05-22 11:37:34,11,Friday,5,0,0,0,0,Marina Bay,Business/Leisure,Punggol,Residential,0,1,5.64,10.5,GrabCar,GrabPay,Occasional,Silver,129,0,4,0.011,0,7.0,4.91,4.8,90,65,1.38,12,0,8,1.47,4.6,-0.9,Clear,0,Medium,1.0,0,0,0,11.46,Current,Good,0,Not Cancelled
BK2026019477,2026-06-26 07:13:10,7,Friday,6,0,1,0,0,Sentosa,Leisure,Jurong East,Mixed,0,0,7.46,13.6,JustGrab,Card,Occasional,,430,1,1,0.011,0,5.7,4.88,4.91,38,66,0.58,4,5,184,3.29,9.7,4.1,Clear,0,High,1.3,1,1,5,10.61,Current,Poor,1,Fare too high
BK2026004466,2026-02-10 16:03:22,16,Tuesday,2,0,0,0,0,Queenstown,Residential,Ang Mo Kio,Residential,0,0,4.03,7.3,GrabCar,Card,Occasional,Silver,249,0,2,0.002,0,1.0,4.19,4.65,62,44,1.41,9,0,37,2.31,5.2,0.0,Clear,0,High,1.0,0,0,0,9.25,Outdated,Good,0,Not Cancelled
BK2026008078,2026-03-14 22:23:05,22,Saturday,3,1,0,0,0,Tampines,Residential,Sentosa,Leisure,0,0,20.35,36.4,JustGrab,GrabPay,Occasional,,337,1,2,0.08,1,6.9,4.63,4.44,63,45,1.4,13,1,42,0.68,3.0,1.4,Cloudy,0,Medium,1.0,0,1,5,24.54,Outdated,Good,0,Not Cancelled
BK2026001525,2026-01-14 16:41:21,16,Wednesday,1,0,0,0,0,Punggol,Residential,Punggol,Residential,0,0,1.44,4.0,GrabCar,GrabPay,Regular,Gold,853,0,7,0.06,1,10.6,4.86,4.67,75,37,2.03,8,0,24,1.01,2.6,0.4,Cloudy,0,Medium,1.0,0,0,0,5.91,Current,Average,0,Not Cancelled
BK2026000994,2026-01-09 20:43:20,20,Friday,1,0,1,0,0,Orchard,Retail,Punggol,Residential,0,0,9.44,19.0,GrabCar Plus,GrabPay,Regular,Silver,1158,3,11,0.006,0,5.6,4.69,3.94,70,94,0.74,7,0,10,4.97,12.9,1.7,Clear,0,High,1.58,0,0,0,27.22,Current,Good,1,Fare too high
BK2026004941,2026-02-14 20:54:11,20,Saturday,2,1,1,0,0,Changi,Airport,CBD,Business,1,1,19.05,36.5,GrabCar,GrabPay,Occasional,,473,1,3,0.049,1,5.0,4.65,4.86,42,95,0.44,6,1,38,2.8,10.1,-1.8,Light Rain,1,Medium,1.61,0,0,0,42.96,One version behind,Good,1,Fare too high
BK2026014614,2026-05-12 18:14:14,18,Tuesday,5,0,1,0,0,Punggol,Residential,Ang Mo Kio,Residential,0,0,9.22,24.1,JustGrab,Card,Regular,Silver,385,3,17,0.037,1,5.7,4.44,4.98,50,94,0.53,3,4,69,4.01,13.9,2.7,Light Rain,1,Severe,1.94,1,0,0,25.47,One version behind,Good,1,Wrong pickup/dropoff
BK2026007322,2026-03-08 10:22:16,10,Sunday,3,1,0,0,0,Tampines,Residential,Marina Bay,Business/Leisure,0,1,10.26,20.1,GrabCar,Cash,Regular,Platinum,261,5,15,0.002,0,8.2,4.76,4.85,72,44,1.64,8,0,16,0.88,3.2,-3.3,Cloudy,0,Medium,1.0,0,0,0,17.85,Current,Good,0,Not Cancelled
BK2026015943,2026-05-24 10:45:18,10,Sunday,5,1,0,0,0,Bukit Timah,Residential,Orchard,Retail,0,0,8.87,17.9,JustGrab,Card,High Value,Platinum,1373,1,15,0.002,0,7.0,4.55,4.58,62,45,1.38,14,0,45,0.25,1.6,1.4,Clear,0,Medium,1.0,0,0,0,15.26,Current,Poor,0,Not Cancelled
BK2026001380,2026-01-13 07:11:49,7,Tuesday,1,0,1,0,0,Marina Bay,Business/Leisure,Punggol,Residential,0,1,8.2,16.5,JustGrab,Corporate,New,,32,0,0,0.01,0,6.9,4.93,4.55,72,86,0.84,8,1,54,2.28,6.0,1.2,Clear,0,High,1.04,0,0,0,14.73,Current,Average,0,Not Cancelled
BK2026006991,2026-03-05 16:11:55,16,Thursday,3,0,0,0,0,CBD,Business,Queenstown,Residential,0,1,12.58,24.7,GrabCar Plus,GrabPay,New,,27,0,2,0.009,0,5.6,4.94,4.73,89,72,1.24,12,0,18,2.45,4.9,0.5,Clear,0,Low,1.0,0,1,2,22.6,Current,Good,0,Not Cancelled
BK2026013087,2026-04-29 01:52:14,1,Wednesday,4,0,0,1,0,Jurong East,Mixed,Marina Bay,Business/Leisure,0,1,9.4,23.3,JustGrab,Card,New,,15,1,2,0.061,0,8.9,4.53,4.77,76,48,1.58,9,1,46,1.51,6.1,0.3,Clear,0,High,1.0,0,1,10,6.47,One version behind,Good,0,Not Cancelled
BK2026004131,2026-02-07 13:33:55,13,Saturday,2,1,0,0,0,Changi,Airport,Sentosa,Leisure,1,0,16.29,53.1,GrabCar,GrabPay,Regular,Gold,841,1,8,0.01,0,6.3,4.76,4.56,71,64,1.11,12,2,53,0.79,4.0,0.4,Clear,0,Severe,1.11,0,0,0,30.68,Current,Good,0,Not Cancelled
BK2026003399,2026-01-31 23:08:52,23,Saturday,1,1,0,1,0,Yishun,Residential,Yishun,Residential,0,0,2.99,4.2,GrabShare,Card,Regular,Gold,403,1,9,0.044,1,7.9,4.8,4.7,71,47,1.51,3,0,54,0.45,1.8,-1.2,Clear,0,Low,1.0,0,0,0,6.97,One version behind,Good,0,Not Cancelled
BK2026018091,2026-06-13 05:00:19,5,Saturday,6,1,0,1,0,Clementi,Student/Residential,Sentosa,Leisure,0,0,13.34,30.4,JustGrab,Card,Occasional,Silver,244,2,5,0.085,1,4.3,4.69,4.62,65,43,1.51,10,0,18,2.87,11.0,0.6,Cloudy,0,High,1.0,0,0,0,21.46,Current,Good,0,Not Cancelled
BK2026009377,2026-03-26 10:00:02,10,Thursday,3,0,0,0,0,Bukit Timah,Residential,Punggol,Residential,0,0,4.66,9.0,JustGrab,Card,New,,37,1,3,0.001,0,1.7,5.0,4.4,73,50,1.46,8,0,29,0.71,2.8,3.4,Cloudy,0,Low,1.0,0,1,10,4.0,Outdated,Poor,0,Not Cancelled
BK2026019733,2026-06-28 16:45:18,16,Sunday,6,1,0,0,0,Serangoon,Residential,Queenstown,Residential,0,0,13.04,18.0,GrabCar,Card,New,,15,0,0,0.008,0,6.2,4.75,4.62,64,55,1.16,4,0,19,5.92,12.5,1.9,Clear,0,Low,1.0,0,0,0,20.75,Current,Good,1,Fare too high
BK2026004948,2026-02-14 21:52:36,21,Saturday,2,1,0,0,0,Clementi,Student/Residential,Changi,Airport,1,0,22.1,34.9,JustGrab,GrabPay,High Value,Platinum,628,5,18,0.005,0,3.5,4.34,4.71,76,51,1.49,8,0,55,1.35,4.3,1.3,Clear,0,Medium,1.0,0,0,0,31.19,One version behind,Good,0,Not Cancelled
BK2026015269,2026-05-18 14:44:14,14,Monday,5,0,0,0,0,Sentosa,Leisure,Ang Mo Kio,Residential,0,0,21.91,31.1,GrabCar Plus,Cash,Occasional,Silver,558,0,3,0.1,1,9.0,4.7,4.5,67,45,1.49,9,0,14,4.2,10.1,1.3,Clear,0,Low,1.0,0,1,5,33.59,Current,Good,0,Not Cancelled
BK2026010324,2026-04-04 00:26:40,0,Saturday,4,1,0,1,0,Serangoon,Residential,Clementi,Student/Residential,0,0,2.38,5.6,GrabCar,Card,Regular,Silver,704,3,12,0.059,1,8.2,4.48,4.73,65,51,1.27,14,0,38,3.86,8.9,0.1,Clear,0,Medium,1.0,0,0,0,7.17,One version behind,Good,0,Not Cancelled
BK2026001818,2026-01-17 04:03:01,4,Saturday,1,1,0,1,0,Yishun,Residential,Marina Bay,Business/Leisure,0,1,13.6,20.8,GrabCar,Card,Occasional,Gold,276,1,4,0.022,0,4.5,4.5,4.87,66,42,1.57,10,1,57,4.18,9.1,7.2,Clear,0,Low,1.0,0,0,0,21.72,Current,Good,1,App or payment issue
BK2026003688,2026-02-03 14:36:00,14,Tuesday,2,0,0,0,0,Serangoon,Residential,Changi,Airport,1,0,19.21,30.2,JustGrab,GrabPay,Occasional,Gold,32,2,6,0.093,1,4.8,4.57,4.78,70,40,1.75,8,0,11,1.2,3.8,0.3,Cloudy,0,Medium,1.0,0,0,0,27.59,One version behind,Good,0,Not Cancelled
BK2026012667,2026-04-24 23:35:15,23,Friday,4,0,0,1,0,Bukit Timah,Residential,Ang Mo Kio,Residential,0,0,4.77,12.3,GrabCar,GrabPay,Regular,Gold,1116,2,8,0.055,1,5.8,4.56,4.8,87,68,1.28,8,0,9,3.43,9.2,3.4,Light Rain,1,High,1.18,0,0,0,11.66,One version behind,Poor,0,Not Cancelled
BK2026005760,2026-02-22 14:26:04,14,Sunday,2,1,0,0,0,Marina Bay,Business/Leisure,Changi,Airport,1,1,19.13,39.2,GrabCar Plus,Card,New,,23,1,2,0.019,0,8.8,4.48,4.84,91,71,1.28,13,0,12,3.95,12.2,6.0,Light Rain,1,High,1.24,0,1,5,37.13,Current,Average,1,Changed plans/weather
BK2026012690,2026-04-25 05:47:43,5,Saturday,4,1,0,1,0,Ang Mo Kio,Residential,Punggol,Residential,0,0,7.72,14.9,GrabCar Plus,Cash,Occasional,,447,1,4,0.044,1,7.3,4.71,4.62,61,37,1.65,6,2,46,1.39,4.0,-0.8,Cloudy,0,Low,1.0,0,0,0,16.53,Current,Good,0,Not Cancelled
BK2026006331,2026-02-27 19:05:35,19,Friday,2,0,1,0,0,Changi,Airport,Orchard,Retail,1,0,20.0,38.6,JustGrab,Card,Occasional,,30,0,4,0.002,0,6.4,4.3,4.66,51,104,0.49,6,0,53,3.74,10.2,-4.0,Clear,0,Medium,1.39,0,0,0,37.62,Current,Average,1,Changed plans/weather
BK2026002818,2026-01-26 12:51:37,12,Monday,1,0,0,0,0,CBD,Business,Orchard,Retail,0,1,12.55,18.9,GrabCar,GrabPay,Regular,Gold,832,1,6,0.054,1,8.5,4.54,4.39,105,75,1.4,15,0,35,1.24,3.1,2.2,Cloudy,0,Medium,1.0,0,0,0,20.3,Current,Good,0,Not Cancelled
BK2026016518,2026-05-29 11:06:50,11,Friday,5,0,0,0,0,Bukit Timah,Residential,Changi,Airport,1,0,20.46,37.2,GrabCar Plus,GrabPay,Regular,Gold,924,2,11,0.08,1,8.9,4.77,4.77,71,45,1.58,11,1,64,1.85,6.8,-0.7,Light Rain,1,High,1.15,0,0,0,41.62,Current,Good,0,Not Cancelled
BK2026019970,2026-06-30 18:31:55,18,Tuesday,6,0,1,0,0,Woodlands,Residential,Jurong East,Mixed,0,0,9.32,22.1,GrabCar,GrabPay,Regular,Gold,1303,2,7,0.014,0,6.0,5.0,4.88,46,78,0.59,7,2,61,2.75,12.4,0.7,Light Rain,1,Severe,1.5,0,0,0,22.31,Current,Average,1,Other
BK2026014030,2026-05-07 12:26:14,12,Thursday,5,0,0,0,0,Ang Mo Kio,Residential,Yishun,Residential,0,0,5.1,13.5,GrabFamily,GrabPay,New,,3,2,2,0.007,0,6.0,4.42,4.55,60,43,1.4,8,0,12,0.93,3.3,3.0,Clear,0,High,1.0,0,0,0,12.27,Current,Average,0,Not Cancelled
BK2026018429,2026-06-16 10:18:24,10,Tuesday,6,0,0,0,0,Clementi,Student/Residential,Yishun,Residential,0,0,1.58,4.0,GrabCar,Card,New,,31,1,2,0.009,0,1.9,4.5,4.75,66,43,1.53,6,0,17,2.67,6.4,-1.2,Cloudy,0,Medium,1.0,0,0,0,6.07,Current,Average,0,Not Cancelled
BK2026017638,2026-06-08 21:19:21,21,Monday,6,0,0,0,0,Yishun,Residential,Punggol,Residential,0,0,13.74,19.0,GrabCar,Corporate,Regular,Silver,610,2,12,0.015,0,6.7,4.39,4.75,87,58,1.5,15,0,58,1.22,3.9,0.8,Clear,0,Low,1.0,0,0,0,21.66,Current,Good,0,Not Cancelled
BK2026012647,2026-04-24 19:03:39,19,Friday,4,0,1,0,0,Jurong East,Mixed,Changi,Airport,1,0,13.43,23.5,GrabFamily,Cash,New,,7,0,1,0.007,0,8.1,4.47,4.37,50,72,0.69,6,0,51,3.18,6.9,2.0,Cloudy,0,Low,1.52,0,1,2,32.06,Current,Good,0,Not Cancelled
BK2026005128,2026-02-16 15:05:29,15,Monday,2,0,0,0,0,Sentosa,Leisure,Punggol,Residential,0,0,9.27,18.9,GrabCar Plus,Card,Occasional,,83,0,4,0.013,0,6.1,4.57,4.8,52,46,1.13,12,0,25,1.94,4.8,0.9,Clear,0,Medium,1.0,0,1,2,17.21,Outdated,Good,0,Not Cancelled
BK2026001633,2026-01-15 14:43:22,14,Thursday,1,0,0,0,0,Woodlands,Residential,Ang Mo Kio,Residential,0,0,7.88,13.4,JustGrab,Card,Occasional,,293,2,5,0.016,0,6.8,4.65,4.63,82,50,1.64,10,0,19,1.24,3.2,1.7,Clear,0,Medium,1.0,0,0,0,13.68,Outdated,Good,0,Not Cancelled
BK2026017667,2026-06-09 04:49:21,4,Tuesday,6,0,0,1,0,Yishun,Residential,Orchard,Retail,0,0,2.5,5.0,GrabCar,Card,Regular,Platinum,815,2,9,0.0,0,3.8,4.39,4.49,58,52,1.12,6,0,7,1.09,4.3,2.4,Light Rain,1,High,1.24,0,0,0,7.92,Current,Poor,0,Not Cancelled
BK2026007623,2026-03-11 00:46:19,0,Wednesday,3,0,0,1,0,CBD,Business,Sentosa,Leisure,0,1,13.96,21.6,JustGrab,Card,Regular,Silver,876,1,5,0.051,1,8.3,4.38,4.78,90,60,1.5,13,0,64,1.86,5.5,2.2,Clear,0,Low,1.0,0,0,0,21.05,Current,Good,0,Not Cancelled
BK2026004214,2026-02-08 08:37:02,8,Sunday,2,1,1,0,0,CBD,Business,Serangoon,Residential,0,1,7.99,16.7,GrabShare,Card,New,,3,0,1,0.032,0,6.0,4.59,4.53,61,95,0.64,5,5,152,2.56,8.1,4.4,Cloudy,0,Medium,1.69,0,0,0,17.86,Current,Good,1,Driver took too long
BK2026011615,2026-04-15 12:13:13,12,Wednesday,4,0,0,0,0,Queenstown,Residential,Serangoon,Residential,0,0,6.54,13.1,JustGrab,Card,Occasional,Silver,328,4,8,0.006,0,7.3,4.84,4.91,70,49,1.43,9,1,50,1.56,5.1,-1.0,Cloudy,0,High,1.0,0,1,3,9.24,Current,Good,0,Not Cancelled
BK2026008317,2026-03-16 23:43:17,23,Monday,3,0,0,1,0,Yishun,Residential,Ang Mo Kio,Residential,0,0,2.96,4.8,JustGrab,Corporate,High Value,Platinum,861,5,23,0.006,0,4.3,5.0,4.84,73,38,1.92,5,0,42,4.3,7.6,1.9,Clear,0,Medium,1.0,0,1,2,5.48,Outdated,Good,0,Not Cancelled
BK2026011252,2026-04-12 06:32:48,6,Sunday,4,1,0,0,0,Marina Bay,Business/Leisure,Changi,Airport,1,1,27.93,42.5,JustGrab,GrabPay,Occasional,,420,3,6,0.002,0,4.0,5.0,4.84,89,64,1.39,10,0,45,2.26,7.1,1.6,Light Rain,1,Medium,1.24,0,0,0,45.26,One version behind,Good,0,Not Cancelled
BK2026002493,2026-01-23 14:20:39,14,Friday,1,0,0,0,0,Serangoon,Residential,Orchard,Retail,0,0,10.92,14.7,GrabCar,GrabPay,Regular,Gold,578,4,6,0.01,0,7.5,4.48,4.62,68,39,1.74,15,0,24,0.8,2.2,-0.2,Cloudy,0,Low,1.0,0,0,0,17.95,Current,Good,0,Not Cancelled
BK2026000525,2026-01-05 15:35:46,15,Monday,1,0,0,0,0,Changi,Airport,Bukit Timah,Residential,1,0,17.41,37.7,JustGrab,Cash,Regular,Gold,429,0,7,0.003,0,4.3,4.94,4.8,67,65,1.03,12,1,38,2.36,5.8,-2.4,Cloudy,0,High,1.0,0,0,0,26.6,Current,Good,0,Not Cancelled
BK2026018937,2026-06-21 08:24:27,8,Sunday,6,1,1,0,0,Changi,Airport,Queenstown,Residential,1,0,14.2,28.2,GrabCar,Card,Regular,Silver,642,2,11,0.002,0,7.8,4.55,4.86,38,91,0.42,5,1,103,3.98,14.4,3.3,Heavy Rain,1,High,1.61,0,0,0,33.11,Current,Good,1,App or payment issue
BK2026007399,2026-03-09 00:52:48,0,Monday,3,0,0,1,0,Bukit Timah,Residential,Clementi,Student/Residential,0,0,7.24,16.1,JustGrab,GrabPay,Regular,Gold,1320,5,13,0.004,0,5.9,4.52,4.67,64,36,1.78,11,0,38,0.47,2.4,2.2,Cloudy,0,Medium,1.0,0,0,0,13.33,Current,Good,0,Not Cancelled
BK2026008370,2026-03-17 11:01:25,11,Tuesday,3,0,0,0,0,Clementi,Student/Residential,Orchard,Retail,0,0,11.82,15.8,JustGrab,GrabPay,New,,36,1,3,0.007,0,3.9,4.08,4.53,80,45,1.78,11,0,21,1.79,4.1,-2.0,Clear,0,Low,1.0,0,0,0,18.11,Current,Good,0,Not Cancelled
BK2026004820,2026-02-13 20:26:59,20,Friday,2,0,1,0,0,Queenstown,Residential,Marina Bay,Business/Leisure,0,1,18.74,53.6,GrabCar Plus,Card,Regular,Platinum,305,2,11,0.006,0,1.5,4.8,4.96,42,72,0.58,4,3,88,1.92,7.7,3.0,Light Rain,1,High,1.54,1,0,0,51.14,Current,Average,1,Driver took too long
BK2026015454,2026-05-20 08:19:38,8,Wednesday,5,0,1,0,0,Changi,Airport,Orchard,Retail,1,0,9.44,17.4,JustGrab,GrabPay,Regular,Gold,686,3,11,0.021,0,6.5,4.63,4.74,46,82,0.56,5,0,37,4.28,10.8,3.2,Cloudy,0,High,1.48,0,0,0,20.56,Current,Good,1,Driver took too long
BK2026007614,2026-03-10 22:32:24,22,Tuesday,3,0,0,0,0,Changi,Airport,CBD,Business,1,1,22.5,44.8,JustGrab,GrabPay,Regular,Silver,1011,1,11,0.011,0,4.6,4.63,5.0,70,81,0.86,5,2,91,0.7,3.2,0.8,Clear,0,Low,1.0,0,0,0,32.8,One version behind,Average,0,Not Cancelled
BK2026013767,2026-05-05 05:17:47,5,Tuesday,5,0,0,1,0,Serangoon,Residential,Bukit Timah,Residential,0,0,2.77,4.4,GrabCar,Card,Regular,Gold,1255,1,7,0.069,1,6.9,4.7,4.78,75,45,1.67,5,1,39,2.32,7.5,-0.7,Cloudy,0,Medium,1.0,0,0,0,7.47,Current,Good,0,Not Cancelled
BK2026000830,2026-01-08 08:41:03,8,Thursday,1,0,1,0,0,Tampines,Residential,Sentosa,Leisure,0,0,5.58,9.7,GrabCar,Card,Occasional,Silver,67,0,3,0.005,0,2.2,4.71,4.77,45,68,0.66,2,5,87,2.98,8.2,5.4,Clear,0,Low,1.45,0,0,0,14.14,Current,Good,1,App or payment issue
BK2026016185,2026-05-26 13:58:49,13,Tuesday,5,0,0,0,0,Clementi,Student/Residential,Serangoon,Residential,0,0,3.54,7.6,JustGrab,Card,Regular,Platinum,1242,1,6,0.001,0,6.8,4.49,4.54,76,38,2.0,4,0,48,2.91,6.8,0.3,Cloudy,0,Medium,1.0,0,0,0,8.43,Current,Average,0,Not Cancelled
BK2026018561,2026-06-17 14:38:47,14,Wednesday,6,0,0,0,0,Ang Mo Kio,Residential,Changi,Airport,1,0,15.92,32.3,GrabShare,GrabPay,High Value,Platinum,1802,5,33,0.001,0,6.1,4.82,5.0,62,66,0.94,5,1,38,4.99,10.1,4.6,Heavy Rain,1,Medium,1.1,0,0,0,23.31,Current,Good,0,Not Cancelled
BK2026007001,2026-03-05 17:55:54,17,Thursday,3,0,1,0,0,CBD,Business,Changi,Airport,1,1,28.1,58.1,GrabCar,GrabPay,New,,21,1,2,0.005,0,8.4,4.66,4.64,80,80,1.0,8,0,10,0.81,2.9,1.3,Clear,0,High,1.21,0,1,3,46.33,Current,Good,0,Not Cancelled
BK2026009483,2026-03-27 09:22:01,9,Friday,3,0,1,0,0,Ang Mo Kio,Residential,Changi,Airport,1,0,17.14,60.7,GrabFamily,Cash,Occasional,,535,1,3,0.219,1,5.9,4.46,4.86,38,67,0.57,1,1,53,3.03,10.9,4.6,Light Rain,1,Severe,1.77,1,1,3,48.86,One version behind,Average,1,Driver took too long
BK2026009134,2026-03-23 22:18:03,22,Monday,3,0,0,0,0,Orchard,Retail,CBD,Business,0,1,5.61,13.3,GrabCar,Card,Occasional,Silver,205,1,2,0.056,1,6.4,4.74,4.63,101,63,1.6,16,0,18,0.21,1.7,2.8,Clear,0,High,1.0,0,0,0,11.76,Current,Good,0,Not Cancelled
BK2026013069,2026-04-28 22:20:23,22,Tuesday,4,0,0,0,0,Sentosa,Leisure,Punggol,Residential,0,0,20.24,32.8,GrabCar Plus,GrabPay,Regular,Gold,478,5,8,0.014,0,6.4,4.74,4.44,80,47,1.7,9,0,7,0.2,1.5,3.0,Clear,0,Medium,1.0,0,0,0,36.43,Current,Good,0,Not Cancelled
BK2026000897,2026-01-08 20:48:54,20,Thursday,1,0,1,0,0,Marina Bay,Business/Leisure,CBD,Business,0,1,11.8,26.2,GrabCar,Cash,Regular,Silver,1249,1,10,0.005,0,5.8,4.38,4.83,62,92,0.67,7,4,49,6.19,14.3,-1.5,Cloudy,0,High,1.46,0,0,0,26.48,Current,Good,1,Wrong pickup/dropoff
BK2026018541,2026-06-17 10:43:17,10,Wednesday,6,0,0,0,0,Serangoon,Residential,Tampines,Residential,0,0,4.84,6.3,JustGrab,Card,Regular,Platinum,1207,2,9,0.137,2,7.6,4.55,4.62,59,42,1.4,5,0,56,1.05,3.4,-0.3,Clear,0,Low,1.0,0,0,0,9.64,One version behind,Poor,0,Not Cancelled
BK2026008487,2026-03-18 11:50:58,11,Wednesday,3,0,0,0,0,Ang Mo Kio,Residential,Clementi,Student/Residential,0,0,13.77,31.1,JustGrab,Card,Regular,Gold,924,3,9,0.013,0,10.1,4.16,4.35,70,58,1.21,15,0,15,0.95,4.6,6.4,Light Rain,1,High,1.24,0,0,0,25.46,One version behind,Good,0,Not Cancelled
BK2026014684,2026-05-13 08:53:20,8,Wednesday,5,0,1,0,0,Punggol,Residential,Orchard,Retail,0,0,9.33,14.3,JustGrab,Corporate,Occasional,,387,0,3,0.009,0,6.7,4.6,4.91,54,73,0.74,8,0,10,1.87,6.0,0.2,Clear,0,Medium,1.54,0,1,5,15.6,Current,Average,0,Not Cancelled
BK2026008997,2026-03-22 21:33:08,21,Sunday,3,1,0,0,0,Jurong East,Mixed,Clementi,Student/Residential,0,0,6.26,10.0,GrabFamily,GrabPay,High Value,Gold,812,3,18,0.005,0,6.1,4.45,4.59,64,46,1.39,6,0,15,0.59,2.1,2.4,Clear,0,Medium,1.0,1,0,0,13.41,Current,Average,0,Not Cancelled
BK2026019494,2026-06-26 10:56:01,10,Friday,6,0,0,0,0,Jurong East,Mixed,Bukit Timah,Residential,0,0,8.01,13.8,GrabCar,Card,Regular,Silver,428,0,11,0.002,0,4.2,4.43,4.73,75,40,1.88,5,1,33,3.14,7.9,-1.1,Cloudy,0,Medium,1.0,0,0,0,14.54,One version behind,Good,0,Not Cancelled
BK2026019287,2026-06-24 12:58:04,12,Wednesday,6,0,0,0,0,Changi,Airport,Orchard,Retail,1,0,18.11,42.7,GrabCar Plus,Card,Occasional,Silver,359,1,2,0.009,0,2.6,5.0,4.5,62,89,0.7,9,3,69,2.22,9.8,2.2,Light Rain,1,High,1.42,0,1,2,43.38,Current,Good,1,Changed plans/weather
BK2026003389,2026-01-31 21:52:41,21,Saturday,1,1,0,0,0,Yishun,Residential,Sentosa,Leisure,0,0,25.84,39.2,GrabCar,Card,Occasional,Gold,249,0,3,0.127,1,7.0,4.59,4.77,73,48,1.52,12,0,6,0.25,3.7,2.2,Light Rain,1,Medium,1.27,0,0,0,45.72,Current,Poor,1,Other
